date,time,sport,channel,comp,ht,at
2025-06-14,4:00PM,Am. Football,DAZN Australia,European League of Football,Rhein Fire,Hamburg Sea Devils
2025-06-14,4:00PM,Am. Football,DAZN Brasil,European League of Football,Rhein Fire,Hamburg Sea Devils
2025-06-14,4:00PM,Am. Football,DAZN Poland,European League of Football,Rhein Fire,Hamburg Sea Devils
2025-06-14,4:00PM,Am. Football,DAZN Switzerland,European League of Football,Rhein Fire,Hamburg Sea Devils
2025-06-14,4:00PM,Am. Football,DAZN US,European League of Football,Rhein Fire,Hamburg Sea Devils
2025-06-15,12:00AM,Am. Football,TSN 4,CFL,Hamilton Tiger-Cats,Saskatchewan Roughriders
2025-06-15,12:00AM,Am. Football,TSN 5,CFL,Hamilton Tiger-Cats,Saskatchewan Roughriders
2025-06-15,10:45AM,Am. Football,ProSieben Maxx,European League of Football,Berlin Thunder,Fehérvár Enthroners
2025-06-15,11:00AM,Am. Football,DAZN Poland,European League of Football,Berlin Thunder,Fehérvár Enthroners
2025-06-15,2:05PM,Am. Football,ProSieben Maxx,European League of Football,Munich Ravens,Helvetic Mercenaries
2025-06-15,12:00AM,Am. Football,ABC,UFL,Michigan Panthers,DC Defenders
2025-06-15,12:00AM,Am. Football,DAZN Poland,UFL,Michigan Panthers,DC Defenders
2025-06-15,12:00AM,Am. Football,ESPN Deportes,UFL,Michigan Panthers,DC Defenders
2025-06-20,1:00AM,Am. Football,TSN 1,CFL,Edmonton Elks,Montreal Alouettes
2025-06-20,1:00AM,Am. Football,TSN 4,CFL,Edmonton Elks,Montreal Alouettes
2025-06-20,1:00AM,Am. Football,CBS Sports Network USA,CFL,Edmonton Elks,Montreal Alouettes
2025-06-20,11:30PM,Am. Football,TSN 1,CFL,Toronto Argonauts,Saskatchewan Roughriders
2025-06-20,11:30PM,Am. Football,TSN 4,CFL,Toronto Argonauts,Saskatchewan Roughriders
2025-06-20,11:30PM,Am. Football,TSN 5,CFL,Toronto Argonauts,Saskatchewan Roughriders
